name,census_year,population,occupied dwellings,Sector,Comm centre Point
ABBEYDALE,2000,6624,1954,NORTHEAST,"(51.05952012318639, -113.92779391882777)"
ABBEYDALE,2001,6580,1967,NORTHEAST,"(51.05952012318639, -113.92779391882777)"
ABBEYDALE,2002,6574,1963,NORTHEAST,"(51.05952012318639, -113.92779391882777)"
ABBEYDALE,2003,6400,1961,NORTHEAST,"(51.05952012318639, -113.92779391882777)"
ABBEYDALE,2004,6200,1925,NORTHEAST,"(51.05952012318639, -113.92779391882777)"
ABBEYDALE,2005,6040,1922,NORTHEAST,"(51.05952012318639, -113.92779391882777)"
ABBEYDALE,2006,6012,1932,NORTHEAST,"(51.05952012318639, -113.92779391882777)"
ABBEYDALE,2007,6109,1944,NORTHEAST,"(51.05952012318639, -113.92779391882777)"
ABBEYDALE,2008,6005,1939,NORTHEAST,"(51.05952012318639, -113.92779391882777)"
ABBEYDALE,2009,6032,1934,NORTHEAST,"(51.05952012318639, -113.92779391882777)"
ABBEYDALE,2010,5805,1895,NORTHEAST,"(51.05952012318639, -113.92779391882777)"
ABBEYDALE,2011,5700,1903,NORTHEAST,"(51.05952012318639, -113.92779391882777)"
ABBEYDALE,2012,5917,1972,NORTHEAST,"(51.05952012318639, -113.92779391882777)"
ABBEYDALE,2013,6150,1972,NORTHEAST,"(51.05952012318639, -113.92779391882777)"
ABBEYDALE,2014,6071,1982,NORTHEAST,"(51.05952012318639, -113.92779391882777)"
ABBEYDALE,2015,6167,2009,NORTHEAST,"(51.05952012318639, -113.92779391882777)"
ABBEYDALE,2016,5912,1969,NORTHEAST,"(51.05952012318639, -113.92779391882777)"
ABBEYDALE,2017,6043,1963,NORTHEAST,"(51.05952012318639, -113.92779391882777)"
ACADIA,2000,10723,4676,SOUTH,"(50.972409209651765, -114.05369821963635)"
ACADIA,2001,11012,4862,SOUTH,"(50.972409209651765, -114.05369821963635)"
ACADIA,2002,11090,4880,SOUTH,"(50.972409209651765, -114.05369821963635)"
ACADIA,2003,11022,4868,SOUTH,"(50.972409209651765, -114.05369821963635)"
ACADIA,2004,10515,4736,SOUTH,"(50.972409209651765, -114.05369821963635)"
ACADIA,2005,10575,4784,SOUTH,"(50.972409209651765, -114.05369821963635)"
ACADIA,2006,10657,4879,SOUTH,"(50.972409209651765, -114.05369821963635)"
ACADIA,2007,10792,4910,SOUTH,"(50.972409209651765, -114.05369821963635)"
ACADIA,2008,10697,4848,SOUTH,"(50.972409209651765, -114.05369821963635)"
ACADIA,2009,10574,4776,SOUTH,"(50.972409209651765, -114.05369821963635)"
ACADIA,2010,10684,4797,SOUTH,"(50.972409209651765, -114.05369821963635)"
ACADIA,2011,10615,4848,SOUTH,"(50.972409209651765, -114.05369821963635)"
ACADIA,2012,10705,4838,SOUTH,"(50.972409209651765, -114.05369821963635)"
ACADIA,2013,11007,4879,SOUTH,"(50.972409209651765, -114.05369821963635)"
ACADIA,2014,10969,4884,SOUTH,"(50.972409209651765, -114.05369821963635)"
ACADIA,2015,11053,4870,SOUTH,"(50.972409209651765, -114.05369821963635)"
ACADIA,2016,10767,4742,SOUTH,"(50.972409209651765, -114.05369821963635)"
ACADIA,2017,10660,4738,SOUTH,"(50.972409209651765, -114.05369821963635)"
ALBERT PARK/RADISSON HEIGHTS,2000,6415,2414,EAST,"(51.04454101383472, -113.99678382147289)"
ALBERT PARK/RADISSON HEIGHTS,2001,6423,2424,EAST,"(51.04454101383472, -113.99678382147289)"
ALBERT PARK/RADISSON HEIGHTS,2002,6312,2405,EAST,"(51.04454101383472, -113.99678382147289)"
ALBERT PARK/RADISSON HEIGHTS,2003,6332,2445,EAST,"(51.04454101383472, -113.99678382147289)"
ALBERT PARK/RADISSON HEIGHTS,2004,6098,2384,EAST,"(51.04454101383472, -113.99678382147289)"
ALBERT PARK/RADISSON HEIGHTS,2005,6031,2409,EAST,"(51.04454101383472, -113.99678382147289)"
ALBERT PARK/RADISSON HEIGHTS,2006,6221,2495,EAST,"(51.04454101383472, -113.99678382147289)"
ALBERT PARK/RADISSON HEIGHTS,2007,6353,2510,EAST,"(51.04454101383472, -113.99678382147289)"
ALBERT PARK/RADISSON HEIGHTS,2008,6192,2536,EAST,"(51.04454101383472, -113.99678382147289)"
ALBERT PARK/RADISSON HEIGHTS,2009,6047,2447,EAST,"(51.04454101383472, -113.99678382147289)"
ALBERT PARK/RADISSON HEIGHTS,2010,6029,2462,EAST,"(51.04454101383472, -113.99678382147289)"
ALBERT PARK/RADISSON HEIGHTS,2011,6217,2513,EAST,"(51.04454101383472, -113.99678382147289)"
ALBERT PARK/RADISSON HEIGHTS,2012,6234,2546,EAST,"(51.04454101383472, -113.99678382147289)"
ALBERT PARK/RADISSON HEIGHTS,2013,6094,2545,EAST,"(51.04454101383472, -113.99678382147289)"
ALBERT PARK/RADISSON HEIGHTS,2014,6529,2536,EAST,"(51.04454101383472, -113.99678382147289)"
ALBERT PARK/RADISSON HEIGHTS,2015,6611,2661,EAST,"(51.04454101383472, -113.99678382147289)"
ALBERT PARK/RADISSON HEIGHTS,2016,6673,2719,EAST,"(51.04454101383472, -113.99678382147289)"
ALBERT PARK/RADISSON HEIGHTS,2017,6745,2703,EAST,"(51.04454101383472, -113.99678382147289)"
ALTADORE,2000,6154,2764,CENTRE,"(51.0159484668834, -114.100794741538)"
ALTADORE,2001,6312,2892,CENTRE,"(51.0159484668834, -114.100794741538)"
ALTADORE,2002,6407,2972,CENTRE,"(51.0159484668834, -114.100794741538)"
ALTADORE,2003,6911,3278,CENTRE,"(51.0159484668834, -114.100794741538)"
ALTADORE,2004,7534,3602,CENTRE,"(51.0159484668834, -114.100794741538)"
ALTADORE,2005,7894,3817,CENTRE,"(51.0159484668834, -114.100794741538)"
ALTADORE,2006,8172,3960,CENTRE,"(51.0159484668834, -114.100794741538)"
ALTADORE,2007,8442,4008,CENTRE,"(51.0159484668834, -114.100794741538)"
ALTADORE,2008,8594,3981,CENTRE,"(51.0159484668834, -114.100794741538)"
ALTADORE,2009,8723,4037,CENTRE,"(51.0159484668834, -114.100794741538)"
ALTADORE,2010,8847,4026,CENTRE,"(51.0159484668834, -114.100794741538)"
ALTADORE,2011,8907,4038,CENTRE,"(51.0159484668834, -114.100794741538)"
ALTADORE,2012,9116,4140,CENTRE,"(51.0159484668834, -114.100794741538)"
ALTADORE,2013,9317,4172,CENTRE,"(51.0159484668834, -114.100794741538)"
ALTADORE,2014,9518,4200,CENTRE,"(51.0159484668834, -114.100794741538)"
ALTADORE,2015,9867,4223,CENTRE,"(51.0159484668834, -114.100794741538)"
ALTADORE,2016,6676,2848,CENTRE,"(51.0159484668834, -114.100794741538)"
ALTADORE,2017,6795,2871,CENTRE,"(51.0159484668834, -114.100794741538)"
APPLEWOOD PARK,2000,5232,1435,EAST,"(51.044981778174524, -113.92785764420194)"
APPLEWOOD PARK,2001,5269,1435,EAST,"(51.044981778174524, -113.92785764420194)"
APPLEWOOD PARK,2002,5407,1446,EAST,"(51.044981778174524, -113.92785764420194)"
APPLEWOOD PARK,2003,5448,1457,EAST,"(51.044981778174524, -113.92785764420194)"
APPLEWOOD PARK,2004,5628,1648,EAST,"(51.044981778174524, -113.92785764420194)"
APPLEWOOD PARK,2005,6025,1905,EAST,"(51.044981778174524, -113.92785764420194)"
APPLEWOOD PARK,2006,6155,1932,EAST,"(51.044981778174524, -113.92785764420194)"
APPLEWOOD PARK,2007,6066,1928,EAST,"(51.044981778174524, -113.92785764420194)"
APPLEWOOD PARK,2008,6127,1937,EAST,"(51.044981778174524, -113.92785764420194)"
APPLEWOOD PARK,2009,6379,1968,EAST,"(51.044981778174524, -113.92785764420194)"
APPLEWOOD PARK,2010,6361,1972,EAST,"(51.044981778174524, -113.92785764420194)"
APPLEWOOD PARK,2011,6404,1987,EAST,"(51.044981778174524, -113.92785764420194)"
APPLEWOOD PARK,2012,6498,2026,EAST,"(51.044981778174524, -113.92785764420194)"
APPLEWOOD PARK,2013,6745,2056,EAST,"(51.044981778174524, -113.92785764420194)"
APPLEWOOD PARK,2014,6864,2171,EAST,"(51.044981778174524, -113.92785764420194)"
APPLEWOOD PARK,2015,6863,2143,EAST,"(51.044981778174524, -113.92785764420194)"
APPLEWOOD PARK,2016,6764,2120,EAST,"(51.044981778174524, -113.92785764420194)"
APPLEWOOD PARK,2017,6921,2225,EAST,"(51.044981778174524, -113.92785764420194)"
ARBOUR LAKE,2000,7102,2504,NORTHWEST,"(51.13263256556279, -114.2075783058964)"
ARBOUR LAKE,2001,8112,2854,NORTHWEST,"(51.13263256556279, -114.2075783058964)"
ARBOUR LAKE,2002,9085,3198,NORTHWEST,"(51.13263256556279, -114.2075783058964)"
ARBOUR LAKE,2003,9968,3496,NORTHWEST,"(51.13263256556279, -114.2075783058964)"
ARBOUR LAKE,2004,10312,3620,NORTHWEST,"(51.13263256556279, -114.2075783058964)"
ARBOUR LAKE,2005,10537,3726,NORTHWEST,"(51.13263256556279, -114.2075783058964)"
ARBOUR LAKE,2006,10592,3732,NORTHWEST,"(51.13263256556279, -114.2075783058964)"
ARBOUR LAKE,2007,10546,3752,NORTHWEST,"(51.13263256556279, -114.2075783058964)"
ARBOUR LAKE,2008,10581,3741,NORTHWEST,"(51.13263256556279, -114.2075783058964)"
ARBOUR LAKE,2009,10727,3826,NORTHWEST,"(51.13263256556279, -114.2075783058964)"
ARBOUR LAKE,2010,10710,3821,NORTHWEST,"(51.13263256556279, -114.2075783058964)"
ARBOUR LAKE,2011,10762,3790,NORTHWEST,"(51.13263256556279, -114.2075783058964)"
ARBOUR LAKE,2012,10836,3855,NORTHWEST,"(51.13263256556279, -114.2075783058964)"
ARBOUR LAKE,2013,10961,3829,NORTHWEST,"(51.13263256556279, -114.2075783058964)"
ARBOUR LAKE,2014,10987,3875,NORTHWEST,"(51.13263256556279, -114.2075783058964)"
ARBOUR LAKE,2015,10947,3879,NORTHWEST,"(51.13263256556279, -114.2075783058964)"
ARBOUR LAKE,2016,10921,3874,NORTHWEST,"(51.13263256556279, -114.2075783058964)"
ARBOUR LAKE,2017,10713,3858,NORTHWEST,"(51.13263256556279, -114.2075783058964)"
ASPEN WOODS,2000,160,53,WEST,"(51.045130968851, -114.207876270297)"
ASPEN WOODS,2001,146,50,WEST,"(51.045130968851, -114.207876270297)"
ASPEN WOODS,2002,186,62,WEST,"(51.045130968851, -114.207876270297)"
ASPEN WOODS,2003,216,69,WEST,"(51.045130968851, -114.207876270297)"
ASPEN WOODS,2004,274,86,WEST,"(51.045130968851, -114.207876270297)"
ASPEN WOODS,2005,502,151,WEST,"(51.045130968851, -114.207876270297)"
ASPEN WOODS,2006,876,262,WEST,"(51.045130968851, -114.207876270297)"
ASPEN WOODS,2007,1406,413,WEST,"(51.045130968851, -114.207876270297)"
ASPEN WOODS,2008,2054,634,WEST,"(51.045130968851, -114.207876270297)"
ASPEN WOODS,2009,2860,917,WEST,"(51.045130968851, -114.207876270297)"
ASPEN WOODS,2010,3615,1194,WEST,"(51.045130968851, -114.207876270297)"
ASPEN WOODS,2011,4520,1537,WEST,"(51.045130968851, -114.207876270297)"
ASPEN WOODS,2012,5323,1778,WEST,"(51.045130968851, -114.207876270297)"
ASPEN WOODS,2013,6440,2076,WEST,"(51.045130968851, -114.207876270297)"
ASPEN WOODS,2014,7496,2385,WEST,"(51.045130968851, -114.207876270297)"
ASPEN WOODS,2015,8271,2636,WEST,"(51.045130968851, -114.207876270297)"
ASPEN WOODS,2016,9055,2792,WEST,"(51.045130968851, -114.207876270297)"
ASPEN WOODS,2017,9212,2875,WEST,"(51.045130968851, -114.207876270297)"
AUBURN BAY,2000,0,0,SOUTHEAST,"(50.892705346575, -113.957817281387)"
AUBURN BAY,2001,0,0,SOUTHEAST,"(50.892705346575, -113.957817281387)"
AUBURN BAY,2002,0,0,SOUTHEAST,"(50.892705346575, -113.957817281387)"
AUBURN BAY,2003,0,0,SOUTHEAST,"(50.892705346575, -113.957817281387)"
AUBURN BAY,2004,0,0,SOUTHEAST,"(50.892705346575, -113.957817281387)"
AUBURN BAY,2005,0,0,SOUTHEAST,"(50.892705346575, -113.957817281387)"
AUBURN BAY,2006,311,107,SOUTHEAST,"(50.892705346575, -113.957817281387)"
AUBURN BAY,2007,1075,366,SOUTHEAST,"(50.892705346575, -113.957817281387)"
AUBURN BAY,2008,2324,784,SOUTHEAST,"(50.892705346575, -113.957817281387)"
AUBURN BAY,2009,3466,1150,SOUTHEAST,"(50.892705346575, -113.957817281387)"
AUBURN BAY,2010,4217,1403,SOUTHEAST,"(50.892705346575, -113.957817281387)"
AUBURN BAY,2011,5769,1927,SOUTHEAST,"(50.892705346575, -113.957817281387)"
AUBURN BAY,2012,7193,2467,SOUTHEAST,"(50.892705346575, -113.957817281387)"
AUBURN BAY,2013,8885,2925,SOUTHEAST,"(50.892705346575, -113.957817281387)"
AUBURN BAY,2014,11127,3664,SOUTHEAST,"(50.892705346575, -113.957817281387)"
AUBURN BAY,2015,13191,4290,SOUTHEAST,"(50.892705346575, -113.957817281387)"
AUBURN BAY,2016,14559,4743,SOUTHEAST,"(50.892705346575, -113.957817281387)"
AUBURN BAY,2017,16429,5453,SOUTHEAST,"(50.892705346575, -113.957817281387)"
BANFF TRAIL,2000,3453,1571,CENTRE,"(51.07421659941558, -114.1151290223033)"
BANFF TRAIL,2001,3496,1596,CENTRE,"(51.07421659941558, -114.1151290223033)"
BANFF TRAIL,2002,3628,1632,CENTRE,"(51.07421659941558, -114.1151290223033)"
BANFF TRAIL,2003,3616,1633,CENTRE,"(51.07421659941558, -114.1151290223033)"
BANFF TRAIL,2004,3526,1628,CENTRE,"(51.07421659941558, -114.1151290223033)"
BANFF TRAIL,2005,3559,1602,CENTRE,"(51.07421659941558, -114.1151290223033)"
BANFF TRAIL,2006,3639,1625,CENTRE,"(51.07421659941558, -114.1151290223033)"
BANFF TRAIL,2007,3738,1655,CENTRE,"(51.07421659941558, -114.1151290223033)"
BANFF TRAIL,2008,3759,1683,CENTRE,"(51.07421659941558, -114.1151290223033)"
BANFF TRAIL,2009,3780,1693,CENTRE,"(51.07421659941558, -114.1151290223033)"
BANFF TRAIL,2010,3626,1645,CENTRE,"(51.07421659941558, -114.1151290223033)"
BANFF TRAIL,2011,3582,1628,CENTRE,"(51.07421659941558, -114.1151290223033)"
BANFF TRAIL,2012,3837,1700,CENTRE,"(51.07421659941558, -114.1151290223033)"
BANFF TRAIL,2013,4119,1817,CENTRE,"(51.07421659941558, -114.1151290223033)"
BANFF TRAIL,2014,4204,1832,CENTRE,"(51.07421659941558, -114.1151290223033)"
BANFF TRAIL,2015,4335,1817,CENTRE,"(51.07421659941558, -114.1151290223033)"
BANFF TRAIL,2016,4189,1781,CENTRE,"(51.07421659941558, -114.1151290223033)"
BANFF TRAIL,2017,4092,1711,CENTRE,"(51.07421659941558, -114.1151290223033)"
BANKVIEW,2000,5352,3208,CENTRE,"(51.034131244477, -114.100489190214)"
BANKVIEW,2001,5189,3188,CENTRE,"(51.034131244477, -114.100489190214)"
BANKVIEW,2002,5259,3226,CENTRE,"(51.034131244477, -114.100489190214)"
BANKVIEW,2003,5327,3233,CENTRE,"(51.034131244477, -114.100489190214)"
BANKVIEW,2004,5014,3094,CENTRE,"(51.034131244477, -114.100489190214)"
BANKVIEW,2005,4982,3112,CENTRE,"(51.034131244477, -114.100489190214)"
BANKVIEW,2006,5068,3159,CENTRE,"(51.034131244477, -114.100489190214)"
BANKVIEW,2007,5251,3255,CENTRE,"(51.034131244477, -114.100489190214)"
BANKVIEW,2008,5279,3266,CENTRE,"(51.034131244477, -114.100489190214)"
BANKVIEW,2009,5159,3200,CENTRE,"(51.034131244477, -114.100489190214)"
BANKVIEW,2010,4752,2967,CENTRE,"(51.034131244477, -114.100489190214)"
BANKVIEW,2011,4754,3020,CENTRE,"(51.034131244477, -114.100489190214)"
BANKVIEW,2012,5221,3267,CENTRE,"(51.034131244477, -114.100489190214)"
BANKVIEW,2013,5256,3281,CENTRE,"(51.034131244477, -114.100489190214)"
BANKVIEW,2014,5416,3339,CENTRE,"(51.034131244477, -114.100489190214)"
BANKVIEW,2015,5516,3285,CENTRE,"(51.034131244477, -114.100489190214)"
BANKVIEW,2016,5158,3164,CENTRE,"(51.034131244477, -114.100489190214)"
BANKVIEW,2017,5090,3046,CENTRE,"(51.034131244477, -114.100489190214)"
BAYVIEW,2000,702,245,SOUTH,"(50.9746343978016, -114.113962307868)"
BAYVIEW,2001,691,242,SOUTH,"(50.9746343978016, -114.113962307868)"
BAYVIEW,2002,694,247,SOUTH,"(50.9746343978016, -114.113962307868)"
BAYVIEW,2003,677,243,SOUTH,"(50.9746343978016, -114.113962307868)"
BAYVIEW,2004,665,240,SOUTH,"(50.9746343978016, -114.113962307868)"
BAYVIEW,2005,656,238,SOUTH,"(50.9746343978016, -114.113962307868)"
BAYVIEW,2006,659,239,SOUTH,"(50.9746343978016, -114.113962307868)"
BAYVIEW,2007,655,238,SOUTH,"(50.9746343978016, -114.113962307868)"
BAYVIEW,2008,637,243,SOUTH,"(50.9746343978016, -114.113962307868)"
BAYVIEW,2009,647,238,SOUTH,"(50.9746343978016, -114.113962307868)"
BAYVIEW,2010,630,233,SOUTH,"(50.9746343978016, -114.113962307868)"
BAYVIEW,2011,648,238,SOUTH,"(50.9746343978016, -114.113962307868)"
BAYVIEW,2012,682,245,SOUTH,"(50.9746343978016, -114.113962307868)"
BAYVIEW,2013,665,244,SOUTH,"(50.9746343978016, -114.113962307868)"
BAYVIEW,2014,669,243,SOUTH,"(50.9746343978016, -114.113962307868)"
BAYVIEW,2015,648,240,SOUTH,"(50.9746343978016, -114.113962307868)"
BAYVIEW,2016,665,240,SOUTH,"(50.9746343978016, -114.113962307868)"
BAYVIEW,2017,638,233,SOUTH,"(50.9746343978016, -114.113962307868)"
BEDDINGTON HEIGHTS,2000,12843,4173,NORTH,"(51.131643985322, -114.084911140805)"
BEDDINGTON HEIGHTS,2001,12784,4174,NORTH,"(51.131643985322, -114.084911140805)"
BEDDINGTON HEIGHTS,2002,12790,4188,NORTH,"(51.131643985322, -114.084911140805)"
BEDDINGTON HEIGHTS,2003,12706,4178,NORTH,"(51.131643985322, -114.084911140805)"
BEDDINGTON HEIGHTS,2004,12255,4131,NORTH,"(51.131643985322, -114.084911140805)"
BEDDINGTON HEIGHTS,2005,11923,4144,NORTH,"(51.131643985322, -114.084911140805)"
BEDDINGTON HEIGHTS,2006,11926,4183,NORTH,"(51.131643985322, -114.084911140805)"
BEDDINGTON HEIGHTS,2007,11997,4197,NORTH,"(51.131643985322, -114.084911140805)"
BEDDINGTON HEIGHTS,2008,11854,4189,NORTH,"(51.131643985322, -114.084911140805)"
BEDDINGTON HEIGHTS,2009,11951,4221,NORTH,"(51.131643985322, -114.084911140805)"
BEDDINGTON HEIGHTS,2010,11761,4183,NORTH,"(51.131643985322, -114.084911140805)"
BEDDINGTON HEIGHTS,2011,11456,4152,NORTH,"(51.131643985322, -114.084911140805)"
BEDDINGTON HEIGHTS,2012,11585,4236,NORTH,"(51.131643985322, -114.084911140805)"
BEDDINGTON HEIGHTS,2013,11814,4266,NORTH,"(51.131643985322, -114.084911140805)"
BEDDINGTON HEIGHTS,2014,11867,4266,NORTH,"(51.131643985322, -114.084911140805)"
BEDDINGTON HEIGHTS,2015,11973,4283,NORTH,"(51.131643985322, -114.084911140805)"
BEDDINGTON HEIGHTS,2016,11792,4231,NORTH,"(51.131643985322, -114.084911140805)"
BEDDINGTON HEIGHTS,2017,11694,4236,NORTH,"(51.131643985322, -114.084911140805)"
BEL-AIRE,2000,503,158,CENTRE,"(50.999442549445, -114.088941163008)"
BEL-AIRE,2001,479,155,CENTRE,"(50.999442549445, -114.088941163008)"
BEL-AIRE,2002,482,152,CENTRE,"(50.999442549445, -114.088941163008)"
BEL-AIRE,2003,495,157,CENTRE,"(50.999442549445, -114.088941163008)"
BEL-AIRE,2004,494,154,CENTRE,"(50.999442549445, -114.088941163008)"
BEL-AIRE,2005,494,155,CENTRE,"(50.999442549445, -114.088941163008)"
BEL-AIRE,2006,484,149,CENTRE,"(50.999442549445, -114.088941163008)"
BEL-AIRE,2007,461,144,CENTRE,"(50.999442549445, -114.088941163008)"
BEL-AIRE,2008,453,148,CENTRE,"(50.999442549445, -114.088941163008)"
BEL-AIRE,2009,430,142,CENTRE,"(50.999442549445, -114.088941163008)"
BEL-AIRE,2010,480,151,CENTRE,"(50.999442549445, -114.088941163008)"
BEL-AIRE,2011,449,149,CENTRE,"(50.999442549445, -114.088941163008)"
BEL-AIRE,2012,424,144,CENTRE,"(50.999442549445, -114.088941163008)"
BEL-AIRE,2013,442,150,CENTRE,"(50.999442549445, -114.088941163008)"
BEL-AIRE,2014,434,149,CENTRE,"(50.999442549445, -114.088941163008)"
BEL-AIRE,2015,402,144,CENTRE,"(50.999442549445, -114.088941163008)"
BEL-AIRE,2016,408,143,CENTRE,"(50.999442549445, -114.088941163008)"
BEL-AIRE,2017,410,145,CENTRE,"(50.999442549445, -114.088941163008)"
BELTLINE,2000,17448,10586,CENTRE,"(51.03743792621707, -114.05518879725622)"
BELTLINE,2001,17554,10602,CENTRE,"(51.03743792621707, -114.05518879725622)"
BELTLINE,2002,17395,10562,CENTRE,"(51.03743792621707, -114.05518879725622)"
BELTLINE,2003,17230,10644,CENTRE,"(51.03743792621707, -114.05518879725622)"
BELTLINE,2004,16119,10209,CENTRE,"(51.03743792621707, -114.05518879725622)"
BELTLINE,2005,16360,10470,CENTRE,"(51.03743792621707, -114.05518879725622)"
BELTLINE,2006,16662,10628,CENTRE,"(51.03743792621707, -114.05518879725622)"
BELTLINE,2007,17794,11028,CENTRE,"(51.03743792621707, -114.05518879725622)"
BELTLINE,2008,17818,10947,CENTRE,"(51.03743792621707, -114.05518879725622)"
BELTLINE,2009,18341,11310,CENTRE,"(51.03743792621707, -114.05518879725622)"
BELTLINE,2010,18902,12000,CENTRE,"(51.03743792621707, -114.05518879725622)"
BELTLINE,2011,19556,12346,CENTRE,"(51.03743792621707, -114.05518879725622)"
BELTLINE,2012,19681,12466,CENTRE,"(51.03743792621707, -114.05518879725622)"
BELTLINE,2013,20266,12797,CENTRE,"(51.03743792621707, -114.05518879725622)"
BELTLINE,2014,21357,13385,CENTRE,"(51.03743792621707, -114.05518879725622)"
BELTLINE,2015,21939,13441,CENTRE,"(51.03743792621707, -114.05518879725622)"
BELTLINE,2016,21958,13468,CENTRE,"(51.03743792621707, -114.05518879725622)"
BELTLINE,2017,23219,14716,CENTRE,"(51.03743792621707, -114.05518879725622)"
BONAVISTA DOWNS,2000,1089,367,SOUTH,"(50.943697683039, -114.03139999056)"
BONAVISTA DOWNS,2001,1073,367,SOUTH,"(50.943697683039, -114.03139999056)"
BONAVISTA DOWNS,2002,1044,368,SOUTH,"(50.943697683039, -114.03139999056)"
BONAVISTA DOWNS,2003,1054,368,SOUTH,"(50.943697683039, -114.03139999056)"
BONAVISTA DOWNS,2004,1021,363,SOUTH,"(50.943697683039, -114.03139999056)"
BONAVISTA DOWNS,2005,995,363,SOUTH,"(50.943697683039, -114.03139999056)"
BONAVISTA DOWNS,2006,1001,364,SOUTH,"(50.943697683039, -114.03139999056)"
BONAVISTA DOWNS,2007,963,356,SOUTH,"(50.943697683039, -114.03139999056)"
BONAVISTA DOWNS,2008,959,361,SOUTH,"(50.943697683039, -114.03139999056)"
BONAVISTA DOWNS,2009,975,367,SOUTH,"(50.943697683039, -114.03139999056)"
BONAVISTA DOWNS,2010,976,365,SOUTH,"(50.943697683039, -114.03139999056)"
BONAVISTA DOWNS,2011,947,366,SOUTH,"(50.943697683039, -114.03139999056)"
BONAVISTA DOWNS,2012,925,365,SOUTH,"(50.943697683039, -114.03139999056)"
BONAVISTA DOWNS,2013,923,360,SOUTH,"(50.943697683039, -114.03139999056)"
BONAVISTA DOWNS,2014,956,363,SOUTH,"(50.943697683039, -114.03139999056)"
BONAVISTA DOWNS,2015,971,369,SOUTH,"(50.943697683039, -114.03139999056)"
BONAVISTA DOWNS,2016,923,364,SOUTH,"(50.943697683039, -114.03139999056)"
BONAVISTA DOWNS,2017,911,366,SOUTH,"(50.943697683039, -114.03139999056)"
BOWNESS,2000,11919,4957,NORTHWEST,"(51.083359442425, -114.187826026643)"
BOWNESS,2001,11865,4939,NORTHWEST,"(51.083359442425, -114.187826026643)"
BOWNESS,2002,11873,5010,NORTHWEST,"(51.083359442425, -114.187826026643)"
BOWNESS,2003,11675,4991,NORTHWEST,"(51.083359442425, -114.187826026643)"
BOWNESS,2004,11283,4920,NORTHWEST,"(51.083359442425, -114.187826026643)"
BOWNESS,2005,11008,4917,NORTHWEST,"(51.083359442425, -114.187826026643)"
BOWNESS,2006,11038,4946,NORTHWEST,"(51.083359442425, -114.187826026643)"
BOWNESS,2007,11173,5005,NORTHWEST,"(51.083359442425, -114.187826026643)"
BOWNESS,2008,11308,4957,NORTHWEST,"(51.083359442425, -114.187826026643)"
BOWNESS,2009,10945,4976,NORTHWEST,"(51.083359442425, -114.187826026643)"
BOWNESS,2010,10733,4914,NORTHWEST,"(51.083359442425, -114.187826026643)"
BOWNESS,2011,10700,4875,NORTHWEST,"(51.083359442425, -114.187826026643)"
BOWNESS,2012,11012,5049,NORTHWEST,"(51.083359442425, -114.187826026643)"
BOWNESS,2013,11074,5025,NORTHWEST,"(51.083359442425, -114.187826026643)"
BOWNESS,2014,11611,5087,NORTHWEST,"(51.083359442425, -114.187826026643)"
BOWNESS,2015,11235,5058,NORTHWEST,"(51.083359442425, -114.187826026643)"
BOWNESS,2016,11010,4938,NORTHWEST,"(51.083359442425, -114.187826026643)"
BOWNESS,2017,10895,4940,NORTHWEST,"(51.083359442425, -114.187826026643)"
BRAESIDE,2000,6581,2513,SOUTH,"(50.95600012359257, -114.10635317279377)"
BRAESIDE,2001,6486,2509,SOUTH,"(50.95600012359257, -114.10635317279377)"
BRAESIDE,2002,6475,2518,SOUTH,"(50.95600012359257, -114.10635317279377)"
BRAESIDE,2003,6382,2510,SOUTH,"(50.95600012359257, -114.10635317279377)"
BRAESIDE,2004,6208,2476,SOUTH,"(50.95600012359257, -114.10635317279377)"
BRAESIDE,2005,6133,2471,SOUTH,"(50.95600012359257, -114.10635317279377)"
BRAESIDE,2006,6182,2517,SOUTH,"(50.95600012359257, -114.10635317279377)"
BRAESIDE,2007,6096,2504,SOUTH,"(50.95600012359257, -114.10635317279377)"
BRAESIDE,2008,6014,2497,SOUTH,"(50.95600012359257, -114.10635317279377)"
BRAESIDE,2009,6012,2480,SOUTH,"(50.95600012359257, -114.10635317279377)"
BRAESIDE,2010,5916,2473,SOUTH,"(50.95600012359257, -114.10635317279377)"
BRAESIDE,2011,5978,2478,SOUTH,"(50.95600012359257, -114.10635317279377)"
BRAESIDE,2012,5940,2488,SOUTH,"(50.95600012359257, -114.10635317279377)"
BRAESIDE,2013,5841,2490,SOUTH,"(50.95600012359257, -114.10635317279377)"
BRAESIDE,2014,5960,2505,SOUTH,"(50.95600012359257, -114.10635317279377)"
BRAESIDE,2015,6049,2514,SOUTH,"(50.95600012359257, -114.10635317279377)"
BRAESIDE,2016,5985,2489,SOUTH,"(50.95600012359257, -114.10635317279377)"
BRAESIDE,2017,5960,2490,SOUTH,"(50.95600012359257, -114.10635317279377)"
BRENTWOOD,2000,6414,2522,NORTHWEST,"(51.09606620448589, -114.13591450014103)"
BRENTWOOD,2001,6384,2521,NORTHWEST,"(51.09606620448589, -114.13591450014103)"
BRENTWOOD,2002,6430,2501,NORTHWEST,"(51.09606620448589, -114.13591450014103)"
BRENTWOOD,2003,6265,2453,NORTHWEST,"(51.09606620448589, -114.13591450014103)"
BRENTWOOD,2004,6254,2470,NORTHWEST,"(51.09606620448589, -114.13591450014103)"
