name,census_year,population,occupied dwellings,Sector,Comm centre Point
COUGAR RIDGE,2017,7072,2178,WEST,"(51.071889436591, -114.209087210747)"
COUNTRY HILLS,2000,3047,1124,NORTH,"(51.143775683110206, -114.0798937747985)"
COUNTRY HILLS,2001,3430,1282,NORTH,"(51.143775683110206, -114.0798937747985)"
COUNTRY HILLS,2002,3679,1411,NORTH,"(51.143775683110206, -114.0798937747985)"
COUNTRY HILLS,2003,3686,1408,NORTH,"(51.143775683110206, -114.0798937747985)"
COUNTRY HILLS,2004,3632,1400,NORTH,"(51.143775683110206, -114.0798937747985)"
COUNTRY HILLS,2005,3695,1402,NORTH,"(51.143775683110206, -114.0798937747985)"
COUNTRY HILLS,2006,3705,1417,NORTH,"(51.143775683110206, -114.0798937747985)"
COUNTRY HILLS,2007,3642,1401,NORTH,"(51.143775683110206, -114.0798937747985)"
COUNTRY HILLS,2008,3615,1393,NORTH,"(51.143775683110206, -114.0798937747985)"
COUNTRY HILLS,2009,3684,1412,NORTH,"(51.143775683110206, -114.0798937747985)"
COUNTRY HILLS,2010,3674,1400,NORTH,"(51.143775683110206, -114.0798937747985)"
COUNTRY HILLS,2011,3720,1419,NORTH,"(51.143775683110206, -114.0798937747985)"
COUNTRY HILLS,2012,3728,1408,NORTH,"(51.143775683110206, -114.0798937747985)"
COUNTRY HILLS,2013,3788,1405,NORTH,"(51.143775683110206, -114.0798937747985)"
COUNTRY HILLS,2014,3787,1406,NORTH,"(51.143775683110206, -114.0798937747985)"
COUNTRY HILLS,2015,3835,1417,NORTH,"(51.143775683110206, -114.0798937747985)"
COUNTRY HILLS,2016,3829,1407,NORTH,"(51.143775683110206, -114.0798937747985)"
COUNTRY HILLS,2017,3806,1389,NORTH,"(51.143775683110206, -114.0798937747985)"
COUNTRY HILLS VILLAGE,2000,0,0,NORTH,"(51.1582038483043, -114.06139543185)"
COUNTRY HILLS VILLAGE,2001,81,51,NORTH,"(51.1582038483043, -114.06139543185)"
COUNTRY HILLS VILLAGE,2002,163,100,NORTH,"(51.1582038483043, -114.06139543185)"
COUNTRY HILLS VILLAGE,2003,319,212,NORTH,"(51.1582038483043, -114.06139543185)"
COUNTRY HILLS VILLAGE,2004,652,394,NORTH,"(51.1582038483043, -114.06139543185)"
COUNTRY HILLS VILLAGE,2005,1072,598,NORTH,"(51.1582038483043, -114.06139543185)"
COUNTRY HILLS VILLAGE,2006,1269,729,NORTH,"(51.1582038483043, -114.06139543185)"
COUNTRY HILLS VILLAGE,2007,1463,829,NORTH,"(51.1582038483043, -114.06139543185)"
COUNTRY HILLS VILLAGE,2008,1865,992,NORTH,"(51.1582038483043, -114.06139543185)"
COUNTRY HILLS VILLAGE,2009,2211,1199,NORTH,"(51.1582038483043, -114.06139543185)"
COUNTRY HILLS VILLAGE,2010,2318,1262,NORTH,"(51.1582038483043, -114.06139543185)"
COUNTRY HILLS VILLAGE,2011,2342,1276,NORTH,"(51.1582038483043, -114.06139543185)"
COUNTRY HILLS VILLAGE,2012,2615,1427,NORTH,"(51.1582038483043, -114.06139543185)"
COUNTRY HILLS VILLAGE,2013,2626,1417,NORTH,"(51.1582038483043, -114.06139543185)"
COUNTRY HILLS VILLAGE,2014,2710,1317,NORTH,"(51.1582038483043, -114.06139543185)"
COUNTRY HILLS VILLAGE,2015,2691,1303,NORTH,"(51.1582038483043, -114.06139543185)"
COUNTRY HILLS VILLAGE,2016,2689,1304,NORTH,"(51.1582038483043, -114.06139543185)"
COUNTRY HILLS VILLAGE,2017,2596,1298,NORTH,"(51.1582038483043, -114.06139543185)"
COVENTRY HILLS,2000,5459,1878,NORTH,"(51.164906330332, -114.053143406974)"
COVENTRY HILLS,2001,6401,2196,NORTH,"(51.164906330332, -114.053143406974)"
COVENTRY HILLS,2002,7587,2583,NORTH,"(51.164906330332, -114.053143406974)"
COVENTRY HILLS,2003,8676,3034,NORTH,"(51.164906330332, -114.053143406974)"
COVENTRY HILLS,2004,9719,3380,NORTH,"(51.164906330332, -114.053143406974)"
COVENTRY HILLS,2005,11025,3889,NORTH,"(51.164906330332, -114.053143406974)"
COVENTRY HILLS,2006,12601,4320,NORTH,"(51.164906330332, -114.053143406974)"
COVENTRY HILLS,2007,13890,4717,NORTH,"(51.164906330332, -114.053143406974)"
COVENTRY HILLS,2008,15060,5010,NORTH,"(51.164906330332, -114.053143406974)"
COVENTRY HILLS,2009,15688,5190,NORTH,"(51.164906330332, -114.053143406974)"
COVENTRY HILLS,2010,15726,5201,NORTH,"(51.164906330332, -114.053143406974)"
COVENTRY HILLS,2011,15722,5195,NORTH,"(51.164906330332, -114.053143406974)"
COVENTRY HILLS,2012,15969,5257,NORTH,"(51.164906330332, -114.053143406974)"
COVENTRY HILLS,2013,16720,5330,NORTH,"(51.164906330332, -114.053143406974)"
COVENTRY HILLS,2014,16941,5389,NORTH,"(51.164906330332, -114.053143406974)"
COVENTRY HILLS,2015,17546,5490,NORTH,"(51.164906330332, -114.053143406974)"
COVENTRY HILLS,2016,17459,5472,NORTH,"(51.164906330332, -114.053143406974)"
COVENTRY HILLS,2017,17564,5463,NORTH,"(51.164906330332, -114.053143406974)"
CRANSTON,2000,119,44,SOUTHEAST,"(50.878202389903, -113.979991517887)"
CRANSTON,2001,388,148,SOUTHEAST,"(50.878202389903, -113.979991517887)"
CRANSTON,2002,1094,411,SOUTHEAST,"(50.878202389903, -113.979991517887)"
CRANSTON,2003,1911,694,SOUTHEAST,"(50.878202389903, -113.979991517887)"
CRANSTON,2004,2692,970,SOUTHEAST,"(50.878202389903, -113.979991517887)"
CRANSTON,2005,3857,1391,SOUTHEAST,"(50.878202389903, -113.979991517887)"
CRANSTON,2006,5225,1887,SOUTHEAST,"(50.878202389903, -113.979991517887)"
CRANSTON,2007,6515,2382,SOUTHEAST,"(50.878202389903, -113.979991517887)"
CRANSTON,2008,7878,2851,SOUTHEAST,"(50.878202389903, -113.979991517887)"
CRANSTON,2009,9140,3288,SOUTHEAST,"(50.878202389903, -113.979991517887)"
CRANSTON,2010,9645,3417,SOUTHEAST,"(50.878202389903, -113.979991517887)"
CRANSTON,2011,10831,3793,SOUTHEAST,"(50.878202389903, -113.979991517887)"
CRANSTON,2012,11857,4139,SOUTHEAST,"(50.878202389903, -113.979991517887)"
CRANSTON,2013,13496,4651,SOUTHEAST,"(50.878202389903, -113.979991517887)"
CRANSTON,2014,15354,5329,SOUTHEAST,"(50.878202389903, -113.979991517887)"
CRANSTON,2015,17185,5883,SOUTHEAST,"(50.878202389903, -113.979991517887)"
CRANSTON,2016,18013,6217,SOUTHEAST,"(50.878202389903, -113.979991517887)"
CRANSTON,2017,18559,6459,SOUTHEAST,"(50.878202389903, -113.979991517887)"
CRESCENT HEIGHTS,2000,5792,3285,CENTRE,"(51.059521420883, -114.061610268904)"
CRESCENT HEIGHTS,2001,5758,3279,CENTRE,"(51.059521420883, -114.061610268904)"
CRESCENT HEIGHTS,2002,5861,3343,CENTRE,"(51.059521420883, -114.061610268904)"
CRESCENT HEIGHTS,2003,5801,3274,CENTRE,"(51.059521420883, -114.061610268904)"
CRESCENT HEIGHTS,2004,5661,3186,CENTRE,"(51.059521420883, -114.061610268904)"
CRESCENT HEIGHTS,2005,5748,3312,CENTRE,"(51.059521420883, -114.061610268904)"
CRESCENT HEIGHTS,2006,6082,3402,CENTRE,"(51.059521420883, -114.061610268904)"
CRESCENT HEIGHTS,2007,6118,3398,CENTRE,"(51.059521420883, -114.061610268904)"
CRESCENT HEIGHTS,2008,5982,3310,CENTRE,"(51.059521420883, -114.061610268904)"
CRESCENT HEIGHTS,2009,6113,3334,CENTRE,"(51.059521420883, -114.061610268904)"
CRESCENT HEIGHTS,2010,5874,3219,CENTRE,"(51.059521420883, -114.061610268904)"
CRESCENT HEIGHTS,2011,5895,3236,CENTRE,"(51.059521420883, -114.061610268904)"
CRESCENT HEIGHTS,2012,6271,3376,CENTRE,"(51.059521420883, -114.061610268904)"
CRESCENT HEIGHTS,2013,6256,3403,CENTRE,"(51.059521420883, -114.061610268904)"
CRESCENT HEIGHTS,2014,6235,3370,CENTRE,"(51.059521420883, -114.061610268904)"
CRESCENT HEIGHTS,2015,6380,3405,CENTRE,"(51.059521420883, -114.061610268904)"
CRESCENT HEIGHTS,2016,6097,3267,CENTRE,"(51.059521420883, -114.061610268904)"
CRESCENT HEIGHTS,2017,6197,3370,CENTRE,"(51.059521420883, -114.061610268904)"
CRESTMONT,2000,0,0,WEST,"(51.08504324565557, -114.26048585093437)"
CRESTMONT,2001,15,6,WEST,"(51.08504324565557, -114.26048585093437)"
CRESTMONT,2002,111,41,WEST,"(51.08504324565557, -114.26048585093437)"
CRESTMONT,2003,310,109,WEST,"(51.08504324565557, -114.26048585093437)"
CRESTMONT,2004,485,168,WEST,"(51.08504324565557, -114.26048585093437)"
CRESTMONT,2005,698,234,WEST,"(51.08504324565557, -114.26048585093437)"
CRESTMONT,2006,927,304,WEST,"(51.08504324565557, -114.26048585093437)"
CRESTMONT,2007,1163,377,WEST,"(51.08504324565557, -114.26048585093437)"
CRESTMONT,2008,1298,408,WEST,"(51.08504324565557, -114.26048585093437)"
CRESTMONT,2009,1382,428,WEST,"(51.08504324565557, -114.26048585093437)"
CRESTMONT,2010,1387,431,WEST,"(51.08504324565557, -114.26048585093437)"
CRESTMONT,2011,1430,437,WEST,"(51.08504324565557, -114.26048585093437)"
CRESTMONT,2012,1454,447,WEST,"(51.08504324565557, -114.26048585093437)"
CRESTMONT,2013,1517,459,WEST,"(51.08504324565557, -114.26048585093437)"
CRESTMONT,2014,1514,460,WEST,"(51.08504324565557, -114.26048585093437)"
CRESTMONT,2015,1542,471,WEST,"(51.08504324565557, -114.26048585093437)"
CRESTMONT,2016,1538,476,WEST,"(51.08504324565557, -114.26048585093437)"
CRESTMONT,2017,1540,478,WEST,"(51.08504324565557, -114.26048585093437)"
CURRIE BARRACKS,2000,133,,WEST,"(51.016687269912, -114.125998195756)"
CURRIE BARRACKS,2001,123,,WEST,"(51.016687269912, -114.125998195756)"
CURRIE BARRACKS,2002,101,,WEST,"(51.016687269912, -114.125998195756)"
CURRIE BARRACKS,2003,81,,WEST,"(51.016687269912, -114.125998195756)"
CURRIE BARRACKS,2004,49,,WEST,"(51.016687269912, -114.125998195756)"
CURRIE BARRACKS,2005,0,,WEST,"(51.016687269912, -114.125998195756)"
CURRIE BARRACKS,2006,0,,WEST,"(51.016687269912, -114.125998195756)"
CURRIE BARRACKS,2007,0,,WEST,"(51.016687269912, -114.125998195756)"
CURRIE BARRACKS,2008,0,,WEST,"(51.016687269912, -114.125998195756)"
CURRIE BARRACKS,2009,0,,WEST,"(51.016687269912, -114.125998195756)"
CURRIE BARRACKS,2010,0,,WEST,"(51.016687269912, -114.125998195756)"
CURRIE BARRACKS,2011,24,,WEST,"(51.016687269912, -114.125998195756)"
CURRIE BARRACKS,2012,172,,WEST,"(51.016687269912, -114.125998195756)"
CURRIE BARRACKS,2013,268,,WEST,"(51.016687269912, -114.125998195756)"
CURRIE BARRACKS,2014,414,,WEST,"(51.016687269912, -114.125998195756)"
CURRIE BARRACKS,2015,502,,WEST,"(51.016687269912, -114.125998195756)"
CURRIE BARRACKS,2016,729,,WEST,"(51.016687269912, -114.125998195756)"
CURRIE BARRACKS,2017,857,,WEST,"(51.016687269912, -114.125998195756)"
DALHOUSIE,2000,9256,3598,NORTHWEST,"(51.109413833961156, -114.15816461520822)"
DALHOUSIE,2001,9222,3607,NORTHWEST,"(51.109413833961156, -114.15816461520822)"
DALHOUSIE,2002,9229,3612,NORTHWEST,"(51.109413833961156, -114.15816461520822)"
DALHOUSIE,2003,9177,3572,NORTHWEST,"(51.109413833961156, -114.15816461520822)"
DALHOUSIE,2004,9021,3581,NORTHWEST,"(51.109413833961156, -114.15816461520822)"
DALHOUSIE,2005,9081,3629,NORTHWEST,"(51.109413833961156, -114.15816461520822)"
DALHOUSIE,2006,9098,3640,NORTHWEST,"(51.109413833961156, -114.15816461520822)"
DALHOUSIE,2007,9090,3624,NORTHWEST,"(51.109413833961156, -114.15816461520822)"
DALHOUSIE,2008,8981,3601,NORTHWEST,"(51.109413833961156, -114.15816461520822)"
DALHOUSIE,2009,9104,3593,NORTHWEST,"(51.109413833961156, -114.15816461520822)"
DALHOUSIE,2010,8983,3602,NORTHWEST,"(51.109413833961156, -114.15816461520822)"
DALHOUSIE,2011,8917,3574,NORTHWEST,"(51.109413833961156, -114.15816461520822)"
DALHOUSIE,2012,9085,3653,NORTHWEST,"(51.109413833961156, -114.15816461520822)"
DALHOUSIE,2013,9075,3630,NORTHWEST,"(51.109413833961156, -114.15816461520822)"
DALHOUSIE,2014,9186,3637,NORTHWEST,"(51.109413833961156, -114.15816461520822)"
DALHOUSIE,2015,9362,3650,NORTHWEST,"(51.109413833961156, -114.15816461520822)"
DALHOUSIE,2016,9111,3557,NORTHWEST,"(51.109413833961156, -114.15816461520822)"
DALHOUSIE,2017,8992,3551,NORTHWEST,"(51.109413833961156, -114.15816461520822)"
DEER RIDGE,2000,4688,1478,SOUTH,"(50.92657361026187, -114.02023388390765)"
DEER RIDGE,2001,4638,1471,SOUTH,"(50.92657361026187, -114.02023388390765)"
DEER RIDGE,2002,4621,1477,SOUTH,"(50.92657361026187, -114.02023388390765)"
DEER RIDGE,2003,4536,1470,SOUTH,"(50.92657361026187, -114.02023388390765)"
DEER RIDGE,2004,4383,1445,SOUTH,"(50.92657361026187, -114.02023388390765)"
DEER RIDGE,2005,4291,1445,SOUTH,"(50.92657361026187, -114.02023388390765)"
DEER RIDGE,2006,4344,1457,SOUTH,"(50.92657361026187, -114.02023388390765)"
DEER RIDGE,2007,4302,1460,SOUTH,"(50.92657361026187, -114.02023388390765)"
DEER RIDGE,2008,3896,1359,SOUTH,"(50.92657361026187, -114.02023388390765)"
DEER RIDGE,2009,3954,1380,SOUTH,"(50.92657361026187, -114.02023388390765)"
DEER RIDGE,2010,3927,1363,SOUTH,"(50.92657361026187, -114.02023388390765)"
DEER RIDGE,2011,3991,1389,SOUTH,"(50.92657361026187, -114.02023388390765)"
DEER RIDGE,2012,4084,1444,SOUTH,"(50.92657361026187, -114.02023388390765)"
DEER RIDGE,2013,4191,1483,SOUTH,"(50.92657361026187, -114.02023388390765)"
DEER RIDGE,2014,4165,1476,SOUTH,"(50.92657361026187, -114.02023388390765)"
DEER RIDGE,2015,4316,1498,SOUTH,"(50.92657361026187, -114.02023388390765)"
DEER RIDGE,2016,4110,1471,SOUTH,"(50.92657361026187, -114.02023388390765)"
DEER RIDGE,2017,4086,1477,SOUTH,"(50.92657361026187, -114.02023388390765)"
DEER RUN,2000,6389,2076,SOUTH,"(50.925406722045, -114.009087704597)"
DEER RUN,2001,6349,2084,SOUTH,"(50.925406722045, -114.009087704597)"
DEER RUN,2002,6224,2081,SOUTH,"(50.925406722045, -114.009087704597)"
DEER RUN,2003,6096,2077,SOUTH,"(50.925406722045, -114.009087704597)"
DEER RUN,2004,5984,2059,SOUTH,"(50.925406722045, -114.009087704597)"
DEER RUN,2005,5845,2067,SOUTH,"(50.925406722045, -114.009087704597)"
DEER RUN,2006,5765,2076,SOUTH,"(50.925406722045, -114.009087704597)"
DEER RUN,2007,5679,2063,SOUTH,"(50.925406722045, -114.009087704597)"
DEER RUN,2008,5623,2070,SOUTH,"(50.925406722045, -114.009087704597)"
DEER RUN,2009,5520,2047,SOUTH,"(50.925406722045, -114.009087704597)"
DEER RUN,2010,5410,2036,SOUTH,"(50.925406722045, -114.009087704597)"
DEER RUN,2011,5390,2052,SOUTH,"(50.925406722045, -114.009087704597)"
DEER RUN,2012,5341,2074,SOUTH,"(50.925406722045, -114.009087704597)"
DEER RUN,2013,5375,2084,SOUTH,"(50.925406722045, -114.009087704597)"
DEER RUN,2014,5335,2077,SOUTH,"(50.925406722045, -114.009087704597)"
DEER RUN,2015,5319,2087,SOUTH,"(50.925406722045, -114.009087704597)"
DEER RUN,2016,5182,2036,SOUTH,"(50.925406722045, -114.009087704597)"
DEER RUN,2017,5111,2008,SOUTH,"(50.925406722045, -114.009087704597)"
DIAMOND COVE,2000,877,269,SOUTH,"(50.94580508130326, -114.022443845514)"
DIAMOND COVE,2001,853,270,SOUTH,"(50.94580508130326, -114.022443845514)"
DIAMOND COVE,2002,830,269,SOUTH,"(50.94580508130326, -114.022443845514)"
DIAMOND COVE,2003,839,270,SOUTH,"(50.94580508130326, -114.022443845514)"
DIAMOND COVE,2004,833,271,SOUTH,"(50.94580508130326, -114.022443845514)"
DIAMOND COVE,2005,827,268,SOUTH,"(50.94580508130326, -114.022443845514)"
DIAMOND COVE,2006,799,269,SOUTH,"(50.94580508130326, -114.022443845514)"
DIAMOND COVE,2007,777,265,SOUTH,"(50.94580508130326, -114.022443845514)"
DIAMOND COVE,2008,778,269,SOUTH,"(50.94580508130326, -114.022443845514)"
DIAMOND COVE,2009,766,270,SOUTH,"(50.94580508130326, -114.022443845514)"
DIAMOND COVE,2010,739,267,SOUTH,"(50.94580508130326, -114.022443845514)"
DIAMOND COVE,2011,716,267,SOUTH,"(50.94580508130326, -114.022443845514)"
DIAMOND COVE,2012,699,267,SOUTH,"(50.94580508130326, -114.022443845514)"
DIAMOND COVE,2013,681,264,SOUTH,"(50.94580508130326, -114.022443845514)"
DIAMOND COVE,2014,713,271,SOUTH,"(50.94580508130326, -114.022443845514)"
DIAMOND COVE,2015,711,270,SOUTH,"(50.94580508130326, -114.022443845514)"
DIAMOND COVE,2016,727,269,SOUTH,"(50.94580508130326, -114.022443845514)"
DIAMOND COVE,2017,727,270,SOUTH,"(50.94580508130326, -114.022443845514)"
DISCOVERY RIDGE,2000,18,6,WEST,"(51.015499752197, -114.216562668401)"
DISCOVERY RIDGE,2001,314,99,WEST,"(51.015499752197, -114.216562668401)"
DISCOVERY RIDGE,2002,713,229,WEST,"(51.015499752197, -114.216562668401)"
DISCOVERY RIDGE,2003,1278,422,WEST,"(51.015499752197, -114.216562668401)"
DISCOVERY RIDGE,2004,1898,629,WEST,"(51.015499752197, -114.216562668401)"
DISCOVERY RIDGE,2005,2336,772,WEST,"(51.015499752197, -114.216562668401)"
DISCOVERY RIDGE,2006,3105,1088,WEST,"(51.015499752197, -114.216562668401)"
DISCOVERY RIDGE,2007,3804,1408,WEST,"(51.015499752197, -114.216562668401)"
DISCOVERY RIDGE,2008,4107,1524,WEST,"(51.015499752197, -114.216562668401)"
DISCOVERY RIDGE,2009,4286,1586,WEST,"(51.015499752197, -114.216562668401)"
DISCOVERY RIDGE,2010,4333,1613,WEST,"(51.015499752197, -114.216562668401)"
DISCOVERY RIDGE,2011,4321,1605,WEST,"(51.015499752197, -114.216562668401)"
DISCOVERY RIDGE,2012,4350,1606,WEST,"(51.015499752197, -114.216562668401)"
DISCOVERY RIDGE,2013,4349,1602,WEST,"(51.015499752197, -114.216562668401)"
DISCOVERY RIDGE,2014,4462,1632,WEST,"(51.015499752197, -114.216562668401)"
DISCOVERY RIDGE,2015,4401,1609,WEST,"(51.015499752197, -114.216562668401)"
DISCOVERY RIDGE,2016,4331,1590,WEST,"(51.015499752197, -114.216562668401)"
DISCOVERY RIDGE,2017,4268,1598,WEST,"(51.015499752197, -114.216562668401)"
DOUGLASDALE/GLEN,2000,11440,3766,SOUTHEAST,"(50.94844504498398, -114.01190367638158)"
DOUGLASDALE/GLEN,2001,11590,3803,SOUTHEAST,"(50.94844504498398, -114.01190367638158)"
DOUGLASDALE/GLEN,2002,11962,3940,SOUTHEAST,"(50.94844504498398, -114.01190367638158)"
DOUGLASDALE/GLEN,2003,12013,3946,SOUTHEAST,"(50.94844504498398, -114.01190367638158)"
DOUGLASDALE/GLEN,2004,11925,3937,SOUTHEAST,"(50.94844504498398, -114.01190367638158)"
DOUGLASDALE/GLEN,2005,11759,3912,SOUTHEAST,"(50.94844504498398, -114.01190367638158)"
DOUGLASDALE/GLEN,2006,11847,3949,SOUTHEAST,"(50.94844504498398, -114.01190367638158)"
DOUGLASDALE/GLEN,2007,11858,3926,SOUTHEAST,"(50.94844504498398, -114.01190367638158)"
DOUGLASDALE/GLEN,2008,11715,3919,SOUTHEAST,"(50.94844504498398, -114.01190367638158)"
DOUGLASDALE/GLEN,2009,11749,3913,SOUTHEAST,"(50.94844504498398, -114.01190367638158)"
DOUGLASDALE/GLEN,2010,11546,3920,SOUTHEAST,"(50.94844504498398, -114.01190367638158)"
DOUGLASDALE/GLEN,2011,11768,3991,SOUTHEAST,"(50.94844504498398, -114.01190367638158)"
DOUGLASDALE/GLEN,2012,11890,4060,SOUTHEAST,"(50.94844504498398, -114.01190367638158)"
DOUGLASDALE/GLEN,2013,12149,4142,SOUTHEAST,"(50.94844504498398, -114.01190367638158)"
DOUGLASDALE/GLEN,2014,12952,4572,SOUTHEAST,"(50.94844504498398, -114.01190367638158)"
DOUGLASDALE/GLEN,2015,12714,4478,SOUTHEAST,"(50.94844504498398, -114.01190367638158)"
DOUGLASDALE/GLEN,2016,12697,4513,SOUTHEAST,"(50.94844504498398, -114.01190367638158)"
DOUGLASDALE/GLEN,2017,12745,4615,SOUTHEAST,"(50.94844504498398, -114.01190367638158)"
DOVER,2000,11228,4063,EAST,"(51.0224629900835, -113.993150510368)"
DOVER,2001,11131,4126,EAST,"(51.0224629900835, -113.993150510368)"
DOVER,2002,11231,4241,EAST,"(51.0224629900835, -113.993150510368)"
DOVER,2003,10955,4258,EAST,"(51.0224629900835, -113.993150510368)"
DOVER,2004,10692,4181,EAST,"(51.0224629900835, -113.993150510368)"
DOVER,2005,10227,4132,EAST,"(51.0224629900835, -113.993150510368)"
DOVER,2006,10444,4255,EAST,"(51.0224629900835, -113.993150510368)"
DOVER,2007,10427,4255,EAST,"(51.0224629900835, -113.993150510368)"
DOVER,2008,10314,4296,EAST,"(51.0224629900835, -113.993150510368)"
DOVER,2009,10300,4266,EAST,"(51.0224629900835, -113.993150510368)"
DOVER,2010,10231,4360,EAST,"(51.0224629900835, -113.993150510368)"
DOVER,2011,10302,4418,EAST,"(51.0224629900835, -113.993150510368)"
DOVER,2012,10474,4524,EAST,"(51.0224629900835, -113.993150510368)"
DOVER,2013,10634,4546,EAST,"(51.0224629900835, -113.993150510368)"
DOVER,2014,11024,4713,EAST,"(51.0224629900835, -113.993150510368)"
DOVER,2015,10970,4678,EAST,"(51.0224629900835, -113.993150510368)"
DOVER,2016,10928,4618,EAST,"(51.0224629900835, -113.993150510368)"
DOVER,2017,10484,4520,EAST,"(51.0224629900835, -113.993150510368)"
DOWNTOWN COMMERCIAL CORE,2000,6558,4363,CENTRE,"(51.047270199675, -114.06959221074)"
DOWNTOWN COMMERCIAL CORE,2001,6638,4411,CENTRE,"(51.047270199675, -114.06959221074)"
DOWNTOWN COMMERCIAL CORE,2002,6780,4439,CENTRE,"(51.047270199675, -114.06959221074)"
DOWNTOWN COMMERCIAL CORE,2003,6879,4369,CENTRE,"(51.047270199675, -114.06959221074)"
DOWNTOWN COMMERCIAL CORE,2004,6944,4261,CENTRE,"(51.047270199675, -114.06959221074)"
DOWNTOWN COMMERCIAL CORE,2005,7229,4334,CENTRE,"(51.047270199675, -114.06959221074)"
DOWNTOWN COMMERCIAL CORE,2006,7557,4503,CENTRE,"(51.047270199675, -114.06959221074)"
DOWNTOWN COMMERCIAL CORE,2007,7523,4401,CENTRE,"(51.047270199675, -114.06959221074)"
DOWNTOWN COMMERCIAL CORE,2008,7887,4445,CENTRE,"(51.047270199675, -114.06959221074)"
DOWNTOWN COMMERCIAL CORE,2009,7719,4354,CENTRE,"(51.047270199675, -114.06959221074)"
DOWNTOWN COMMERCIAL CORE,2010,7568,4318,CENTRE,"(51.047270199675, -114.06959221074)"
DOWNTOWN COMMERCIAL CORE,2011,8071,4716,CENTRE,"(51.047270199675, -114.06959221074)"
DOWNTOWN COMMERCIAL CORE,2012,8015,4663,CENTRE,"(51.047270199675, -114.06959221074)"
DOWNTOWN COMMERCIAL CORE,2013,8495,4840,CENTRE,"(51.047270199675, -114.06959221074)"
DOWNTOWN COMMERCIAL CORE,2014,8999,5247,CENTRE,"(51.047270199675, -114.06959221074)"
DOWNTOWN COMMERCIAL CORE,2015,9083,5119,CENTRE,"(51.047270199675, -114.06959221074)"
DOWNTOWN COMMERCIAL CORE,2016,8758,4883,CENTRE,"(51.047270199675, -114.06959221074)"
DOWNTOWN COMMERCIAL CORE,2017,8477,4952,CENTRE,"(51.047270199675, -114.06959221074)"
DOWNTOWN EAST VILLAGE,2000,1322,666,CENTRE,"(51.0470648849671, -114.05081510146456)"
DOWNTOWN EAST VILLAGE,2001,1303,660,CENTRE,"(51.0470648849671, -114.05081510146456)"
DOWNTOWN EAST VILLAGE,2002,1853,661,CENTRE,"(51.0470648849671, -114.05081510146456)"
DOWNTOWN EAST VILLAGE,2003,1794,663,CENTRE,"(51.0470648849671, -114.05081510146456)"
DOWNTOWN EAST VILLAGE,2004,2080,822,CENTRE,"(51.0470648849671, -114.05081510146456)"
DOWNTOWN EAST VILLAGE,2005,2159,833,CENTRE,"(51.0470648849671, -114.05081510146456)"
DOWNTOWN EAST VILLAGE,2006,2232,846,CENTRE,"(51.0470648849671, -114.05081510146456)"
DOWNTOWN EAST VILLAGE,2007,2201,831,CENTRE,"(51.0470648849671, -114.05081510146456)"
DOWNTOWN EAST VILLAGE,2008,2316,941,CENTRE,"(51.0470648849671, -114.05081510146456)"
DOWNTOWN EAST VILLAGE,2009,2448,904,CENTRE,"(51.0470648849671, -114.05081510146456)"
DOWNTOWN EAST VILLAGE,2010,2634,923,CENTRE,"(51.0470648849671, -114.05081510146456)"
DOWNTOWN EAST VILLAGE,2011,2747,1003,CENTRE,"(51.0470648849671, -114.05081510146456)"
DOWNTOWN EAST VILLAGE,2012,2782,1109,CENTRE,"(51.0470648849671, -114.05081510146456)"
DOWNTOWN EAST VILLAGE,2013,2776,1052,CENTRE,"(51.0470648849671, -114.05081510146456)"
DOWNTOWN EAST VILLAGE,2014,2705,1111,CENTRE,"(51.0470648849671, -114.05081510146456)"
DOWNTOWN EAST VILLAGE,2015,2838,1145,CENTRE,"(51.0470648849671, -114.05081510146456)"
DOWNTOWN EAST VILLAGE,2016,3242,1401,CENTRE,"(51.0470648849671, -114.05081510146456)"
DOWNTOWN EAST VILLAGE,2017,3480,1624,CENTRE,"(51.0470648849671, -114.05081510146456)"
DOWNTOWN WEST END,2000,392,232,CENTRE,"(51.047969311337, -114.087779721498)"
DOWNTOWN WEST END,2001,510,336,CENTRE,"(51.047969311337, -114.087779721498)"
DOWNTOWN WEST END,2002,1030,671,CENTRE,"(51.047969311337, -114.087779721498)"
DOWNTOWN WEST END,2003,1232,768,CENTRE,"(51.047969311337, -114.087779721498)"
DOWNTOWN WEST END,2004,1789,1082,CENTRE,"(51.047969311337, -114.087779721498)"
DOWNTOWN WEST END,2005,1750,1067,CENTRE,"(51.047969311337, -114.087779721498)"
DOWNTOWN WEST END,2006,2681,1597,CENTRE,"(51.047969311337, -114.087779721498)"
DOWNTOWN WEST END,2007,2635,1564,CENTRE,"(51.047969311337, -114.087779721498)"
DOWNTOWN WEST END,2008,2634,1558,CENTRE,"(51.047969311337, -114.087779721498)"
DOWNTOWN WEST END,2009,2288,1421,CENTRE,"(51.047969311337, -114.087779721498)"
DOWNTOWN WEST END,2010,2490,1529,CENTRE,"(51.047969311337, -114.087779721498)"
DOWNTOWN WEST END,2011,2483,1537,CENTRE,"(51.047969311337, -114.087779721498)"
DOWNTOWN WEST END,2012,2322,1489,CENTRE,"(51.047969311337, -114.087779721498)"
DOWNTOWN WEST END,2013,2285,1417,CENTRE,"(51.047969311337, -114.087779721498)"
DOWNTOWN WEST END,2014,2287,1404,CENTRE,"(51.047969311337, -114.087779721498)"
